ItemID,year,WeekIdentifier,SalesChannel,Territory,NewBasePrice,TotalInventory,StoreInventory,WarehouseInventory,StockedStorePercentage,SellingStoresRatio,InboundInventory,SalesQuantity,ProjectedInventory
PGK-GsQ43,2018,10,E-commerce,AXX,20.080000000000005,4,0,4,0.0859,0.0889,0,9,0
3ISiz2Q52,2018,10,E-commerce,AXX,24.283,6,4,2,0.0629,0.028900000000000002,0,2,0
MnZd75s34,2018,10,Stores,AXX,13.751999999999999,12,4,8,0.14600000000000002,0.0329,0,6,0
MnZd75s34,2018,10,Stores,YXX,13.751999999999999,7,4,3,0.012,0.0119,0,6,0
MnZd75s34,2018,10,E-commerce,AXX,13.751999999999999,6,2,4,0.0259,0.067,0,5,0
UVHzi7g60,2018,10,Stores,AXX,18.703000000000003,39,39,0,0.6991,0.232,0,30,0
UVHzi7g60,2018,10,Stores,YXX,18.703000000000003,12,7,5,0.3467,0.043300000000000005,0,10,0
QD7VMO857,2018,10,Stores,AXX,16.212999999999997,17,3,14,0.083,0.0485,0,9,0
QD7VMO857,2018,10,E-commerce,AXX,16.212999999999997,9,0,9,0.0839,0.1019,0,8,0
TxZBlb049,2018,10,Stores,AXX,16.332,26,18,8,0.5196,0.09000000000000001,0,19,0
TxZBlb049,2018,10,Stores,YXX,16.332,7,3,4,0.1133,0.0509,0,5,0
TxZBlb049,2018,10,E-commerce,AXX,16.332,5,1,4,0.0749,0.0469,0,4,0
abSQc1A93,2018,10,Stores,AXX,14.052,14,6,8,0.34099999999999997,0.1389,0,4,0
vpRg6zM48,2018,10,E-commerce,AXX,21.813,11,4,7,0.0449,0.061900000000000004,0,7,0
yWRD1_w75,2018,10,Stores,AXX,20.973,191,62,129,0.6846500000000001,0.2974,0,80,36
yWRD1_w75,2018,10,Stores,YXX,20.973,10,6,4,0.1635,0.1063,0,10,0
yWRD1_w75,2018,10,E-commerce,AXX,20.973,6,3,3,0.0639,0.1009,0,7,0
HmJW6SM45,2018,10,Stores,AXX,18.729,125,52,73,0.7418,0.2939,32,28,0
HmJW6SM45,2018,10,Stores,YXX,18.729,9,5,4,0.1514,0.0398,0,8,0
HmJW6SM45,2018,10,E-commerce,AXX,18.729,9,1,8,0.024900000000000002,0.0969,0,4,0
3jHlU6w33,2018,10,E-commerce,AXX,25.613,7,3,4,0.0639,0.0519,0,7,0
g7aJMn895,2018,10,Stores,AXX,15.204999999999998,24,9,15,0.42100000000000004,0.1753,0,16,0
g7aJMn895,2018,10,Stores,YXX,15.204999999999998,5,1,4,0.071,0.0059,0,4,0
g7aJMn895,2018,10,E-commerce,AXX,15.204999999999998,4,4,0,0.0439,0.0339,0,2,0
qTUdhLE40,2018,10,Stores,AXX,17.541999999999998,26,12,14,0.7797,0.4608,10,25,0
OklK_p432,2018,10,Stores,AXX,22.461999999999996,15,8,7,0.2258,0.051000000000000004,0,11,0
w215nqc19,2018,10,Stores,AXX,16.012999999999998,72,24,48,0.8785000000000001,0.1855,0,18,0
Zf0fH0U72,2018,10,E-commerce,AXX,24.213,6,0,6,0.0039,0.0819,0,10,0
w215nqc19,2018,10,E-commerce,AXX,16.012999999999998,6,2,4,0.0559,0.0229,0,4,0
K-ZKVCc94,2018,10,E-commerce,AXX,21.162,6,3,3,0.0469,0.0259,0,6,0
-R40flg54,2018,10,Stores,YXX,26.583000000000002,7,4,3,0.12789999999999999,0.0408,0,6,0
-R40flg54,2018,10,E-commerce,AXX,26.583000000000002,8,2,6,0.0839,0.0889,0,10,0
9teu7Hk44,2018,10,Stores,AXX,18.093,21,8,13,0.2629,0.07289999999999999,0,8,0
9teu7Hk44,2018,10,E-commerce,AXX,18.093,6,0,6,0.0119,0.0819,0,6,0
M_aLOns54,2018,10,Stores,AXX,22.762999999999998,21,7,14,0.2752,0.0956,0,3,0
M_aLOns54,2018,10,E-commerce,AXX,22.762999999999998,6,3,3,0.012899999999999998,0.0839,0,8,0
r7BXsHg52,2018,10,Stores,AXX,22.622,20,7,13,0.2147,0.0668,0,4,0
U8aZiCo48,2018,10,Stores,AXX,17.421999999999997,23,19,4,0.7044,0.35629999999999995,0,12,0
xqr3JdA17,2018,10,Stores,AXX,15.861999999999998,254,111,143,1.0289,0.5085999999999999,3,107,0
xqr3JdA17,2018,10,Stores,YXX,15.861999999999998,17,12,5,0.2746,0.05450000000000001,0,17,0
xqr3JdA17,2018,10,E-commerce,AXX,15.861999999999998,11,0,11,0.0039,0.0949,0,10,0
g8_qmSM87,2018,10,Stores,YXX,21.593000000000004,9,8,1,0.17880000000000001,0.1103,0,7,0
7Ib3wGE93,2018,10,Stores,AXX,12.572,125,19,106,0.4345,0.0861,9,8,66
7Ib3wGE93,2018,10,Stores,YXX,12.572,7,4,3,0.0711,0.078,0,0,0
pl048Vk47,2018,10,Stores,AXX,18.852999999999998,91,85,6,0.99435,0.7061999999999999,0,214,0
pl048Vk47,2018,10,Stores,YXX,18.852999999999998,16,14,2,0.3231,0.15500000000000003,0,18,0
pl048Vk47,2018,10,E-commerce,AXX,18.852999999999998,10,1,9,0.0239,0.0589,0,9,0
wzJzyU874,2018,10,Stores,AXX,24.523000000000003,20,9,11,0.35429999999999995,0.14300000000000002,0,17,0
wzJzyU874,2018,10,E-commerce,AXX,24.523000000000003,4,0,4,0.0889,0.0409,0,3,0
p9ON7Ik57,2018,10,E-commerce,AXX,19.123,10,3,7,0.0529,0.0839,0,4,0
Zf0fH0U72,2018,10,Stores,AXX,24.213,7,0,7,0.076,0.026799999999999997,0,2,0
9q5Lr7k57,2018,10,E-commerce,AXX,21.741999999999997,6,1,5,0.0919,0.032,0,3,0
14X5b_464,2018,10,Stores,AXX,15.783,8,2,6,0.14529999999999998,0.0781,3,3,0
HBVoDaU47,2018,10,Stores,AXX,18.061999999999998,81,30,51,0.4676,0.1714,0,23,0
HBVoDaU47,2018,10,Stores,YXX,18.061999999999998,5,4,1,0.0667,0.0309,0,4,0
HBVoDaU47,2018,10,E-commerce,AXX,18.061999999999998,8,3,5,0.0539,0.0039,0,4,0
O4Iu-sI69,2018,10,Stores,AXX,18.503,93,59,34,0.86515,0.7061999999999999,2,191,0
D_jD1ac10,2018,10,Stores,AXX,15.892,25,22,3,0.8081,0.23020000000000002,0,33,0
K-ZKVCc94,2018,10,Stores,AXX,21.162,26,13,13,0.3332,0.1251,0,8,0
w215nqc19,2018,10,Stores,YXX,16.012999999999998,9,6,3,0.1384,0.0469,0,4,0
2kYhNMY10,2018,10,Stores,YXX,20.270000000000003,5,4,1,0.2077,0.043300000000000005,0,4,0
AQu3_Vc82,2018,10,Stores,YXX,17.792,21,18,3,0.3653,0.24960000000000002,0,54,0
dQRrOcs21,2018,10,E-commerce,AXX,14.803,9,0,9,0.0349,0.0559,0,4,0
RMjj_GA94,2018,10,E-commerce,AXX,18.143,5,4,1,0.0369,0.0219,0,6,0
VOI0rQ889,2018,10,Stores,AXX,15.162999999999998,52,28,24,0.5334,0.2386,7,35,0
VOI0rQ889,2018,10,Stores,YXX,15.162999999999998,7,1,6,0.0985,0.0989,0,2,0
VOI0rQ889,2018,10,E-commerce,AXX,15.162999999999998,5,4,1,0.0299,0.0959,0,6,0
6IXUeRA48,2018,10,E-commerce,AXX,24.192999999999998,7,2,5,0.0589,0.0989,0,14,0
XdqEQLk53,2018,10,Stores,AXX,21.363,27,18,9,0.5087,0.09960000000000001,0,20,0
XdqEQLk53,2018,10,Stores,YXX,21.363,8,1,7,0.0663,0.0609,0,4,0
XdqEQLk53,2018,10,E-commerce,AXX,21.363,6,3,3,0.0579,0.0599,0,4,0
Ehk6A6Y17,2018,10,Stores,AXX,16.383,11,7,4,0.2761,0.0402,9,8,0
Ehk6A6Y17,2018,10,E-commerce,AXX,16.383,6,3,3,0.0139,0.0899,0,4,0
JN1uWyg84,2018,10,E-commerce,AXX,13.471999999999998,9,1,8,0.0939,0.0259,0,3,0
WdlkURc56,2018,10,Stores,AXX,22.032999999999998,322,100,222,0.71825,0.6332000000000001,0,197,0
WdlkURc56,2018,10,Stores,YXX,22.032999999999998,9,8,1,0.1985,0.127,0,12,0
WdlkURc56,2018,10,E-commerce,AXX,22.032999999999998,6,1,5,0.0309,0.0159,0,11,0
VrQzldo30,2018,10,Stores,AXX,26.04,64,43,21,0.7691,0.4719,0,66,9
VrQzldo30,2018,10,Stores,YXX,26.04,6,2,4,0.1026,0.0857,0,7,0
rlMdf3s17,2018,10,Stores,AXX,20.085,87,24,63,0.8944,0.23160000000000003,24,21,0
rlMdf3s17,2018,10,Stores,YXX,20.085,7,4,3,0.1514,0.0139,0,6,0
rlMdf3s17,2018,10,E-commerce,AXX,20.085,8,1,7,0.0539,0.0519,0,3,0
sB1o9-c20,2018,10,E-commerce,AXX,25.413,7,2,5,0.0509,0.007,0,6,0
wJ1DGVE67,2018,10,E-commerce,AXX,13.902000000000001,6,3,3,0.0889,0.0439,0,2,0
gzLOBgg40,2018,10,Stores,YXX,13.927,9,4,5,0.1371,0.0373,0,2,0
uMuY2Tg18,2018,10,Stores,AXX,19.769,75,15,60,0.9547,0.7822,3,33,10
uMuY2Tg18,2018,10,Stores,YXX,19.769,5,2,3,0.319,0.0661,0,8,0
uMuY2Tg18,2018,10,E-commerce,AXX,19.769,4,3,1,0.0469,0.0649,0,5,0
dOGInVo14,2018,10,Stores,AXX,19.603,4,1,3,0.083,0.0317,0,1,0
hMelcok96,2018,10,Stores,YXX,18.288,5,3,2,0.0343,0.0889,0,3,0
AQu3_Vc82,2018,10,Stores,AXX,17.792,114,97,17,0.98605,0.5606,0,479,10
AQu3_Vc82,2018,10,E-commerce,AXX,17.792,12,1,11,0.0899,0.0259,0,23,0
h2jKDfY64,2018,10,Stores,YXX,19.287999999999997,4,4,0,0.083,0.0159,0,1,0
T9RobmM10,2018,10,Stores,AXX,20.769,332,100,232,0.62805,0.778,65,156,65
b9VLpvA17,2018,10,E-commerce,AXX,22.113,6,1,5,0.0649,0.020900000000000002,0,3,0
VpylCPs88,2018,10,Stores,AXX,19.313,19,12,7,0.2457,0.0194,2,4,0
jHRQbaI56,2018,10,Stores,AXX,14.316999999999997,892,127,765,0.519075,0.5827,92,185,591
jHRQbaI56,2018,10,Stores,YXX,14.316999999999997,22,19,3,0.3729,0.1394,0,24,0
jHRQbaI56,2018,10,E-commerce,AXX,14.316999999999997,7,2,5,0.020900000000000002,0.0829,0,8,0
ytubWhA51,2018,10,Stores,AXX,24.317999999999998,90,32,58,0.7868499999999999,0.2953,0,38,0
ytubWhA51,2018,10,Stores,YXX,24.317999999999998,10,4,6,0.2446,0.049,0,10,0
nPTffOU21,2018,10,Stores,AXX,25.194,58,32,26,0.4879,0.1867,0,34,0
nPTffOU21,2018,10,Stores,YXX,25.194,6,1,5,0.0787,0.0349,0,5,0
nPTffOU21,2018,10,E-commerce,AXX,25.194,5,0,5,0.0149,0.0149,0,11,0
3f_7-2074,2018,10,E-commerce,AXX,24.203000000000003,5,4,1,0.0489,0.09,0,1,0
XtspJ0022,2018,10,Stores,AXX,20.742,22,15,7,0.243,0.0907,0,29,0
XtspJ0022,2018,10,E-commerce,AXX,20.742,8,3,5,0.0969,0.0699,0,18,0
JVsFbRU89,2018,10,Stores,AXX,19.186,74,19,55,0.5176,0.1306,0,29,36
JVsFbRU89,2018,10,Stores,YXX,19.186,5,4,1,0.0944,0.0638,0,2,0
JVsFbRU89,2018,10,E-commerce,AXX,19.186,6,4,2,0.0119,0.0629,0,3,0
kj9393g22,2018,10,E-commerce,AXX,20.866999999999997,6,1,5,0.0379,0.0339,0,9,0
ykxyEtU48,2018,10,Stores,AXX,22.243000000000002,8,4,4,0.11879999999999999,0.1077,5,9,0
ykxyEtU48,2018,10,E-commerce,AXX,22.243000000000002,8,1,7,0.0799,0.0949,0,8,0
5DlF47w52,2018,10,Stores,AXX,19.549999999999997,82,38,44,0.7281500000000001,0.19379999999999997,0,26,0
5DlF47w52,2018,10,Stores,YXX,19.549999999999997,9,5,4,0.1356,0.0448,0,7,0
u_B1Gxw49,2018,10,Stores,AXX,18.433,94,43,51,0.9315000000000001,0.4094,0,107,0
46lQ02470,2018,10,Stores,AXX,19.462999999999997,9,5,4,0.2085,0.0624,0,9,0
u_B1Gxw49,2018,10,Stores,YXX,18.433,5,3,2,0.1301,0.0453,0,6,0
wYvxx1I12,2018,10,E-commerce,AXX,18.932000000000002,10,3,7,0.0589,0.0729,0,4,0
jJNb1GQ90,2018,10,Stores,AXX,20.244999999999997,92,75,17,0.85635,0.5554,0,100,0
jJNb1GQ90,2018,10,Stores,YXX,20.244999999999997,10,9,1,0.1504,0.05,0,9,0
S-Zd--o39,2018,10,Stores,AXX,16.641,85,42,43,1.0342500000000001,0.673,0,28,11
S-Zd--o39,2018,10,Stores,YXX,16.641,8,8,0,0.3182,0.0583,0,4,0
S-Zd--o39,2018,10,E-commerce,AXX,16.641,5,3,2,0.0519,0.009899999999999999,0,4,0
wsgQ3zg17,2018,10,E-commerce,AXX,17.652,5,3,2,0.0489,0.0049,0,3,0
-5Wye2w71,2018,10,E-commerce,AXX,18.563,7,4,3,0.0909,0.0649,0,5,0
wsgQ3zg17,2018,10,Stores,YXX,17.652,4,2,2,0.1233,0.0889,0,2,0
3qXlQhc28,2018,10,E-commerce,AXX,20.723,6,1,5,0.0629,0.0529,0,4,0
O4Iu-sI69,2018,10,Stores,YXX,18.503,10,8,2,0.223,0.09620000000000001,0,19,0
9O8RTHY72,2018,10,Stores,AXX,14.743,54,53,1,0.8525,0.28659999999999997,0,40,0
9O8RTHY72,2018,10,Stores,YXX,14.743,8,6,2,0.1737,0.0935,0,10,0
9O8RTHY72,2018,10,E-commerce,AXX,14.743,4,4,0,0.0689,0.0359,0,6,0
rJVK_pc35,2018,10,Stores,AXX,19.303,435,77,358,0.9604,0.6907,0,146,202
rJVK_pc35,2018,10,Stores,YXX,19.303,12,8,4,0.1943,0.12390000000000001,0,8,0
rJVK_pc35,2018,10,E-commerce,AXX,19.303,7,2,5,0.0649,0.0269,0,7,0
tqRVQnc11,2018,10,Stores,AXX,31.285,7,3,4,0.1,0.028,0,3,0
xAcRsc449,2018,10,E-commerce,AXX,18.642,5,2,3,0.0929,0.0669,0,3,0
niwTlvs39,2018,10,Stores,AXX,18.378,64,15,49,0.6595,0.07039999999999999,16,7,0
niwTlvs39,2018,10,Stores,YXX,18.378,6,3,3,0.006,0.018,0,4,0
T9RobmM10,2018,10,Stores,YXX,20.769,15,14,1,0.3693,0.2009,0,33,0
S7YA0SQ91,2018,10,Stores,AXX,24.983000000000004,17,12,5,0.2534,0.0921,5,8,0
S7YA0SQ91,2018,10,E-commerce,AXX,24.983000000000004,8,4,4,0.0479,0.0769,0,6,0
XgGS-Gw29,2018,10,Stores,YXX,18.007000000000005,8,6,2,0.2999,0.08679999999999999,0,17,0
XgGS-Gw29,2018,10,E-commerce,AXX,18.007000000000005,9,4,5,0.0479,0.0069,0,13,0
hm77s_Q75,2018,10,Stores,AXX,18.963,44,11,33,0.7949999999999999,0.0635,6,20,0
hm77s_Q75,2018,10,Stores,YXX,18.963,5,4,1,0.097,0.0579,0,2,0
RHRI3a843,2018,10,Stores,AXX,15.622999999999998,10,4,6,0.167,0.1106,0,14,0
RHRI3a843,2018,10,E-commerce,AXX,15.622999999999998,8,4,4,0.0949,0.0229,0,5,0
_sdWMSs73,2018,10,Stores,AXX,17.718,148,29,119,0.7076,0.5216000000000001,53,82,0
_sdWMSs73,2018,10,Stores,YXX,17.718,6,1,5,0.06,0.0648,0,5,0
EyOuFLQ88,2018,10,Stores,AXX,21.803,12,10,2,0.975,0.2737,0,11,0
EyOuFLQ88,2018,10,Stores,YXX,21.803,7,2,5,0.12340000000000001,0.0728,0,1,0
EyOuFLQ88,2018,10,E-commerce,AXX,21.803,6,1,5,0.0089,0.0719,0,3,0
-93Y9xQ34,2018,10,Stores,AXX,20.482,31,13,18,0.3609,0.0598,0,5,0
-93Y9xQ34,2018,10,E-commerce,AXX,20.482,5,3,2,0.0829,0.0889,0,5,0
Z_RUZOk26,2018,10,Stores,YXX,14.137000000000002,3,0,3,0.064,0.041800000000000004,0,7,0
Z_RUZOk26,2018,10,E-commerce,AXX,14.137000000000002,8,4,4,0.0429,0.061900000000000004,0,2,0
wsgQ3zg17,2018,10,Stores,AXX,17.652,28,19,9,0.4891,0.1512,0,17,0
Z169KsU12,2018,10,Stores,AXX,21.592,4,3,1,0.03,0.0869,0,4,0
rHDFINE51,2018,10,Stores,YXX,21.972,4,4,0,0.002,0.0569,0,3,0
L-2CQgE79,2018,10,Stores,AXX,17.472,269,81,188,1.05285,0.7283000000000001,65,122,85
ZjBNXC051,2018,10,Stores,AXX,21.547,8,8,0,0.1335,0.036199999999999996,9,3,0
ZjBNXC051,2018,10,E-commerce,AXX,21.547,5,4,1,0.024900000000000002,0.0229,0,3,0
sC6CR9s11,2018,10,Stores,YXX,15.722000000000001,6,5,1,0.3079,0.1162,0,9,0
sC6CR9s11,2018,10,E-commerce,AXX,15.722000000000001,5,3,2,0.1009,0.0519,0,7,0
__JTjmg65,2018,10,Stores,YXX,22.067999999999998,8,5,3,0.058499999999999996,0.042,0,5,0
iO1wwoQ74,2018,10,Stores,AXX,22.048,140,29,111,0.3851,0.0458,0,4,0
RDiHw2E25,2018,10,Stores,AXX,17.223,11,9,2,0.3104,0.1583,0,31,0
RDiHw2E25,2018,10,E-commerce,AXX,17.223,5,1,4,0.0599,0.1029,0,5,0
Nx3QFQk50,2018,10,Stores,YXX,12.905,5,1,4,0.01,0.0719,0,3,0
bjtzCho93,2018,10,E-commerce,AXX,21.383,8,2,6,0.0539,0.0469,0,7,0
oeRWg9Q87,2018,10,Stores,AXX,15.633000000000001,79,40,39,0.8875000000000001,0.5386,9,170,0
oeRWg9Q87,2018,10,Stores,YXX,15.633000000000001,8,3,5,0.0872,0.11,0,14,0
oeRWg9Q87,2018,10,E-commerce,AXX,15.633000000000001,10,4,6,0.0809,0.0449,0,11,0
-XtyBcM60,2018,10,Stores,AXX,13.562000000000001,13,2,11,0.2142,0.1048,0,4,0
-XtyBcM60,2018,10,Stores,YXX,13.562000000000001,5,0,5,0.03,0.0259,0,5,0
-Cj2BYY23,2018,10,Stores,AXX,17.587999999999997,284,93,191,0.7785500000000001,0.5053,0,141,0
-Cj2BYY23,2018,10,Stores,YXX,17.587999999999997,12,7,5,0.2185,0.029400000000000003,0,12,0
-Cj2BYY23,2018,10,E-commerce,AXX,17.587999999999997,4,3,1,0.0889,0.0669,0,2,0
9TvhYgg41,2018,10,Stores,AXX,22.763999999999996,68,54,14,0.6563,0.37870000000000004,0,77,0
9TvhYgg41,2018,10,Stores,YXX,22.763999999999996,7,3,4,0.09380000000000001,0.035199999999999995,0,10,0
Kxadqzg41,2018,10,Stores,AXX,17.773,59,28,31,0.4344,0.2455,6,54,0
Kxadqzg41,2018,10,Stores,YXX,17.773,8,1,7,0.0685,0.031,0,4,0
LYUn01k27,2018,10,Stores,AXX,25.563000000000002,6,1,5,0.1592,0.0505,0,5,0
aaW5Dc896,2018,10,E-commerce,AXX,23.204,9,2,7,0.0159,0.0629,0,3,0
vXCZxAE61,2018,10,E-commerce,AXX,16.423,9,0,9,0.0219,0.0419,0,6,0
zJE2VoE83,2018,10,Stores,AXX,18.985000000000003,106,69,37,0.6884,0.8140000000000001,0,121,0
zJE2VoE83,2018,10,Stores,YXX,18.985000000000003,9,4,5,0.10400000000000001,0.0927,0,3,0
HQjmqSo88,2018,10,Stores,AXX,17.153,29,9,20,0.15680000000000002,0.024300000000000002,0,9,21
b9VLpvA17,2018,10,Stores,AXX,22.113,8,5,3,0.1487,0.025799999999999997,0,1,0
1d_OHvY71,2018,10,E-commerce,AXX,14.912999999999998,6,2,4,0.009899999999999999,0.0109,0,6,0
rHDFINE51,2018,10,E-commerce,AXX,21.972,4,3,1,0.0269,0.0069,0,7,0
1d_OHvY71,2018,10,Stores,YXX,14.912999999999998,6,4,2,0.0,0.072,0,2,0
bjbkqqM42,2018,10,Stores,YXX,15.753000000000002,6,4,2,0.0944,0.0849,0,3,0
L-2CQgE79,2018,10,Stores,YXX,17.472,16,14,2,0.3114,0.1285,0,12,0
L-2CQgE79,2018,10,E-commerce,AXX,17.472,11,0,11,0.0069,0.0809,0,3,0
e4DEiBY95,2018,10,Stores,AXX,19.045,46,41,5,0.70335,0.6582,10,195,0
e4DEiBY95,2018,10,Stores,YXX,19.045,7,6,1,0.2036,0.0922,0,22,0
VWU59JY21,2018,10,E-commerce,AXX,16.202,7,3,4,0.0489,0.055,0,1,0
aFYKivA46,2018,10,E-commerce,AXX,42.257000000000005,5,4,1,0.0579,0.028900000000000002,0,6,0
FWsr2ZE11,2018,10,Stores,AXX,15.903,5,4,1,0.21359999999999998,0.0596,0,4,0
Fr3MLuI86,2018,10,Stores,YXX,20.503,7,4,3,0.10160000000000001,0.0358,0,6,0
Fr3MLuI86,2018,10,E-commerce,AXX,20.503,9,4,5,0.0959,0.009899999999999999,0,8,0
kBp0FpM69,2018,10,E-commerce,AXX,17.423,6,3,3,0.0509,0.0949,0,8,0
HFpHMsQ36,2018,10,Stores,AXX,15.139999999999999,61,56,5,0.9521000000000001,0.4159,0,46,0
HFpHMsQ36,2018,10,Stores,YXX,15.139999999999999,13,11,2,0.33740000000000003,0.1121,0,8,0
HFpHMsQ36,2018,10,E-commerce,AXX,15.139999999999999,8,0,8,0.0119,0.0879,0,10,0
O3nnJHE47,2018,10,Stores,YXX,17.235,9,4,5,0.1452,0.0464,0,10,0
J0vg7Tw34,2018,10,Stores,AXX,17.945,14,14,0,0.3712,0.1257,0,14,0
J0vg7Tw34,2018,10,Stores,YXX,17.945,7,0,7,0.011,0.1018,0,2,0
vetlhJU57,2018,10,Stores,YXX,17.008000000000003,11,5,6,0.1531,0.0475,0,9,0
vetlhJU57,2018,10,E-commerce,AXX,17.008000000000003,8,2,6,0.020900000000000002,0.0699,0,7,0
7rnc4zQ74,2018,10,E-commerce,AXX,20.407,9,3,6,0.0529,0.0859,0,9,0
Ln__EG879,2018,10,Stores,YXX,20.003999999999998,4,1,3,0.1,0.041,0,0,0
Ln__EG879,2018,10,E-commerce,AXX,20.003999999999998,5,2,3,0.0989,0.0339,0,7,0
o5--TdY12,2018,10,Stores,AXX,13.822000000000001,83,24,59,0.8336,0.18960000000000002,0,42,54
o5--TdY12,2018,10,Stores,YXX,13.822000000000001,8,4,4,0.12190000000000001,0.0988,0,8,0
o5--TdY12,2018,10,E-commerce,AXX,13.822000000000001,7,4,3,0.0349,0.0199,0,4,0
E9ryGxE18,2018,10,Stores,AXX,19.101999999999997,16,7,9,0.1685,0.044899999999999995,4,11,0
E9ryGxE18,2018,10,Stores,YXX,19.101999999999997,6,1,5,0.001,0.077,0,2,0
E9ryGxE18,2018,10,E-commerce,AXX,19.101999999999997,8,1,7,0.0409,0.0629,0,7,0
rX406Qs15,2018,10,Stores,YXX,18.323,5,3,2,0.1421,0.09,0,2,0
bjbkqqM42,2018,10,Stores,AXX,15.753000000000002,23,11,12,0.44730000000000003,0.1276,7,18,0
bjbkqqM42,2018,10,E-commerce,AXX,15.753000000000002,6,2,4,0.0689,0.095,0,6,0
O4Iu-sI69,2018,10,E-commerce,AXX,18.503,7,0,7,0.052,0.0329,0,1,0
6TD01oU57,2018,10,E-commerce,AXX,30.684,9,4,5,0.0439,0.0759,0,5,0
B5dGKnc10,2018,10,E-commerce,AXX,16.813,3,1,2,0.0439,0.0519,0,5,0
xmxol_Y69,2018,10,Stores,AXX,21.623,9,6,3,0.3506,0.2049,10,9,0
zAiVNcI37,2018,10,Stores,AXX,15.572000000000003,36,18,18,0.2889,0.07919999999999999,0,10,0
zAiVNcI37,2018,10,Stores,YXX,15.572000000000003,7,1,6,0.057,0.01,0,1,0
DqT0EVA64,2018,10,Stores,AXX,23.022000000000002,46,31,15,0.9725,1.0537,0,46,0
DqT0EVA64,2018,10,Stores,YXX,23.022000000000002,7,4,3,0.302,0.1239,0,8,0
DqT0EVA64,2018,10,E-commerce,AXX,23.022000000000002,3,0,3,0.0819,0.0059,0,5,0
DmA1feE66,2018,10,Stores,YXX,22.791,8,6,2,0.3352,0.0577,0,4,0
jJjQzsk68,2018,10,Stores,AXX,22.273,37,13,24,0.3522,0.1718,0,33,0
jJjQzsk68,2018,10,E-commerce,AXX,22.273,4,3,1,0.1039,0.0329,0,6,0
y7I1jOk55,2018,10,Stores,AXX,24.043,16,11,5,0.2477,0.07400000000000001,0,6,0
U5O7TuQ23,2018,10,Stores,AXX,16.813,63,56,7,0.9662000000000001,0.17720000000000002,-1,43,0
U5O7TuQ23,2018,10,Stores,YXX,16.813,7,2,5,0.1512,0.0838,0,4,0
U5O7TuQ23,2018,10,E-commerce,AXX,16.813,8,2,6,0.0159,0.0659,0,4,0
G2FeFFA69,2018,10,E-commerce,AXX,24.593,5,0,5,0.0929,0.1019,0,7,0
AFv2dWk89,2018,10,Stores,AXX,16.616999999999997,11,7,4,0.65165,0.3701,0,17,0
HLziRq444,2018,10,E-commerce,AXX,22.543,7,2,5,0.0469,0.0329,0,5,0
erHDp4064,2018,10,E-commerce,AXX,17.843,7,4,3,0.0899,0.0189,0,2,0
UTGzbT076,2018,10,Stores,YXX,19.362,4,0,4,0.026,0.034,0,0,0
y0oqTGk42,2018,10,E-commerce,AXX,23.962999999999997,7,1,6,0.0579,0.1039,0,6,0
qipBMZo84,2018,10,Stores,AXX,18.659,113,55,58,0.62215,0.2913,5,27,0
qipBMZo84,2018,10,Stores,YXX,18.659,13,9,4,0.38380000000000003,0.0765,0,7,0
qipBMZo84,2018,10,E-commerce,AXX,18.659,9,3,6,0.0269,0.0819,0,3,0
C367FNM48,2018,10,Stores,AXX,13.702,27,10,17,0.3163,0.07,0,12,0
C367FNM48,2018,10,Stores,YXX,13.702,6,2,4,0.028700000000000003,0.0329,0,4,0
SlQVItw49,2018,10,Stores,YXX,16.947,8,3,5,0.2765,0.1361,0,5,0
arqBIlY23,2018,10,Stores,AXX,16.798000000000002,22,14,8,0.4478,0.0616,0,13,0
arqBIlY23,2018,10,Stores,YXX,16.798000000000002,7,2,5,0.064,0.004,0,1,0
arqBIlY23,2018,10,E-commerce,AXX,16.798000000000002,8,3,5,0.0539,0.0229,0,2,0
HLziRq444,2018,10,Stores,AXX,22.543,56,14,42,0.2938,0.11170000000000001,16,9,17
G2FeFFA69,2018,10,Stores,AXX,24.593,9,3,6,0.139,0.1183,0,7,0
nEgISek33,2018,10,E-commerce,AXX,17.162,7,2,5,0.0859,0.0419,0,4,0
nEgISek33,2018,10,Stores,YXX,17.162,19,19,0,0.3245,0.11050000000000001,0,15,0
bupv_bo56,2018,10,Stores,YXX,13.875,14,12,2,0.2962,0.1205,0,13,0
bupv_bo56,2018,10,E-commerce,AXX,13.875,12,1,11,0.0379,0.0279,0,7,0
TANAeqU19,2018,10,Stores,AXX,18.423,12,4,8,0.1543,0.0199,0,7,0
TANAeqU19,2018,10,Stores,YXX,18.423,5,0,5,0.044,0.042,0,0,0
oF4__0s73,2018,10,Stores,AXX,21.213,10,10,0,0.218,0.042899999999999994,0,9,0
AAp6ICE84,2018,10,E-commerce,AXX,18.843,9,2,7,0.0609,0.0149,0,5,0
CvoIEnI17,2018,10,Stores,AXX,18.669000000000004,89,44,45,0.88075,0.6475,0,30,0
CvoIEnI17,2018,10,Stores,YXX,18.669000000000004,8,6,2,0.09910000000000001,0.0118,0,1,0
Ahnjgow35,2018,10,Stores,AXX,21.111999999999995,8,5,3,0.1043,0.0155,0,5,0
H9erx4828,2018,10,Stores,AXX,21.043,17,6,11,0.28359999999999996,0.08650000000000001,4,6,12
H9erx4828,2018,10,E-commerce,AXX,21.043,4,0,4,0.0539,0.0299,0,2,0
