ItemID,year,WeekIdentifier,SalesChannel,Territory,NewBasePrice,TotalInventory,StoreInventory,WarehouseInventory,StockedStorePercentage,SellingStoresRatio,InboundInventory,SalesQuantity,ProjectedInventory
x2Y3JAs37,2019,8,E-commerce,AXX,19.183,7,3,4,0.1029,0.1039,0,2,0
NOzN0Nc63,2019,8,E-commerce,AXX,20.183,6,2,4,0.0689,0.0189,0,9,0
BtTWel079,2019,8,Stores,AXX,15.882,15,15,0,0.659,0.32830000000000004,0,14,0
BtTWel079,2019,8,Stores,YXX,14.107,5,5,0,0.1132,0.1133,0,6,0
BD-UquM27,2019,8,Stores,AXX,23.283,24,18,6,0.5343,0.161,3,31,0
BD-UquM27,2019,8,Stores,YXX,22.084,7,3,4,0.025,0.0508,0,5,0
BD-UquM27,2019,8,E-commerce,AXX,18.283,9,1,8,0.0989,0.0049,0,3,0
UfG6chc17,2019,8,Stores,AXX,15.232,77,35,42,0.6816000000000001,0.0663,0,11,0
UfG6chc17,2019,8,Stores,YXX,18.908,7,3,4,0.1343,0.0139,0,2,0
UfG6chc17,2019,8,E-commerce,AXX,17.232,5,0,5,0.1009,0.024900000000000002,0,2,0
q-sB1Z446,2019,8,E-commerce,AXX,29.424000000000003,6,4,2,0.1029,0.0929,0,3,0
Cs0WElc33,2019,8,E-commerce,AXX,19.364,4,3,1,0.0589,0.0229,0,4,0
StVEq9g86,2019,8,E-commerce,AXX,18.683,7,4,3,0.0409,0.020900000000000002,0,9,0
rMSPFRY43,2019,8,E-commerce,AXX,22.383,7,4,3,0.0199,0.0269,0,6,0
w215nqc19,2019,8,Stores,YXX,16.012999999999998,3,1,2,0.054,0.085,0,4,0
DSE6L6Y94,2019,8,Stores,AXX,19.683,121,63,58,0.78,0.4576,0,55,0
dyA364A60,2019,8,Stores,AXX,15.472000000000001,4,0,4,0.021,0.096,0,2,0
DSE6L6Y94,2019,8,Stores,YXX,15.358,12,9,3,0.15739999999999998,0.0582,0,10,0
vO82NQQ86,2019,8,Stores,AXX,24.423000000000002,5,1,4,0.025,0.016,0,4,0
EdK_tws31,2019,8,Stores,AXX,19.182,5,0,5,0.075,0.046,0,2,0
0198iWM37,2019,8,E-commerce,AXX,21.483,5,2,3,0.0969,0.0449,0,3,0
zRHlAfA74,2019,8,Stores,AXX,18.183,106,84,22,1.0121,0.599,0,120,0
zRHlAfA74,2019,8,Stores,YXX,19.209,18,15,3,0.3132,0.1299,0,13,0
rlO9zzY56,2019,8,E-commerce,AXX,29.085,7,4,3,0.0429,0.0169,0,6,0
apMQgk887,2019,8,E-commerce,AXX,21.082,6,0,6,0.0199,0.074,0,6,0
3fb0rJg41,2019,8,Stores,YXX,25.503,4,4,0,0.0472,0.054,0,5,0
OZNKPWg14,2019,8,Stores,AXX,20.921999999999997,5,4,1,0.019,0.095,0,1,0
OZNKPWg14,2019,8,Stores,YXX,20.921999999999997,4,0,4,0.086,0.0869,0,2,0
U6Od7aY76,2019,8,Stores,YXX,24.478,4,1,3,0.029,0.06,0,2,0
-ZL2C7E21,2019,8,Stores,AXX,25.585,14,10,4,0.42519999999999997,0.1153,0,9,0
CCuyJXo47,2019,8,Stores,AXX,13.289,4,0,4,0.068,0.043,0,3,0
CCuyJXo47,2019,8,Stores,YXX,13.289,3,0,3,0.015,0.06,0,2,0
w215nqc19,2019,8,Stores,AXX,16.012999999999998,4,2,2,0.097,0.081,0,5,0
3fb0rJg41,2019,8,Stores,AXX,25.503,6,2,4,0.29410000000000003,0.0723,0,8,0
dyA364A60,2019,8,Stores,YXX,15.472000000000001,5,0,5,0.032,0.089,0,4,0
4sLyR7o80,2019,8,Stores,YXX,17.358,8,7,1,0.3226,0.1123,0,7,0
xrhRpgU73,2019,8,Stores,AXX,26.625,8,4,4,0.0993,0.097,4,5,2
yW2Napw57,2019,8,Stores,AXX,15.232,21,12,9,0.2885,0.11510000000000001,0,9,0
yW2Napw57,2019,8,Stores,YXX,14.908,5,4,1,0.099,0.055,0,2,0
yW2Napw57,2019,8,E-commerce,AXX,15.232,8,1,7,0.0889,0.012899999999999998,0,2,0
329vVO454,2019,8,Stores,AXX,15.283,20,16,4,0.3329,0.14789999999999998,0,28,0
329vVO454,2019,8,Stores,YXX,15.283,5,3,2,0.07,0.0169,0,5,0
329vVO454,2019,8,E-commerce,AXX,15.283,7,0,7,0.0259,0.0479,0,7,0
a-U-nPY87,2019,8,Stores,AXX,25.084,7,3,4,0.1258,0.0849,0,6,0
p4u2mCU98,2019,8,Stores,AXX,21.053,7,3,4,0.1426,0.0379,0,6,0
Ehk6A6Y17,2019,8,Stores,AXX,16.383,5,2,3,0.039,0.029,0,5,0
_XS0Cvw48,2019,8,Stores,AXX,22.037,3,0,3,0.061,0.097,0,5,0
U2V8-lM66,2019,8,Stores,AXX,28.585,10,2,8,0.1174,0.0819,0,1,0
TmUm9iQ20,2019,8,Stores,AXX,19.232,114,38,76,0.98675,0.5323,0,45,56
TmUm9iQ20,2019,8,Stores,YXX,15.908,6,5,1,0.255,0.1295,0,6,0
5vfJO0g25,2019,8,Stores,AXX,21.552,8,2,6,0.2343,0.1135,0,4,0
KH4aL5o98,2019,8,E-commerce,AXX,15.583,6,0,6,0.0709,0.0139,0,8,0
4sLyR7o80,2019,8,Stores,AXX,18.683,79,25,54,1.02535,0.6255499999999999,0,57,0
rMSPFRY43,2019,8,Stores,AXX,17.383,10,7,3,0.2293,0.0497,0,7,0
jqFDFfw79,2019,8,E-commerce,AXX,15.557,5,3,2,0.0189,0.0929,0,6,0
_XS0Cvw48,2019,8,Stores,YXX,22.037,5,2,3,0.06,0.026,0,1,0
dyA364A60,2019,8,E-commerce,AXX,15.472000000000001,6,3,3,0.0729,0.099,0,4,0
PJ8KYbk86,2019,8,E-commerce,AXX,20.483,8,4,4,0.0369,0.028900000000000002,0,4,0
5FDDWH039,2019,8,E-commerce,AXX,17.383,10,0,10,0.0359,0.0969,0,8,0
xrhRpgU73,2019,8,E-commerce,AXX,26.625,4,4,0,0.0959,0.028900000000000002,0,8,0
VOI0rQ889,2019,8,Stores,AXX,15.162999999999998,6,3,3,0.073,0.0989,0,4,0
VOI0rQ889,2019,8,Stores,YXX,15.162999999999998,6,2,4,0.082,0.023,0,4,0
1fCY4Rk53,2019,8,Stores,AXX,16.022,6,2,4,0.22840000000000002,0.0225,0,7,0
1fCY4Rk53,2019,8,Stores,YXX,16.022,6,4,2,0.091,0.026,0,3,0
1fCY4Rk53,2019,8,E-commerce,AXX,16.022,8,4,4,0.0239,0.029,0,4,0
Trk00TI57,2019,8,Stores,AXX,23.443,7,4,3,0.3752,0.23620000000000002,0,58,0
Trk00TI57,2019,8,Stores,YXX,23.443,7,2,5,0.034,0.0279,0,7,0
ESZvQEQ45,2019,8,E-commerce,AXX,20.583,6,2,4,0.0359,0.0089,0,7,0
Trk00TI57,2019,8,E-commerce,AXX,23.443,6,3,3,0.0269,0.0869,0,2,0
YJ5I7Oo69,2019,8,Stores,AXX,24.955,7,1,6,0.065,0.026,0,0,0
YJ5I7Oo69,2019,8,Stores,YXX,24.955,4,4,0,0.071,0.058,0,1,0
ZBeEZhA30,2019,8,Stores,AXX,30.514000000000003,9,5,4,0.4,0.1061,0,10,0
ZBeEZhA30,2019,8,Stores,YXX,30.514000000000003,8,5,3,0.0469,0.031,0,0,0
ZBeEZhA30,2019,8,E-commerce,AXX,30.514000000000003,5,1,4,0.0659,0.0039,0,6,0
QzcI8Ws26,2019,8,Stores,AXX,15.683,51,35,16,0.9147000000000001,0.1963,0,27,0
QzcI8Ws26,2019,8,Stores,YXX,17.358,6,2,4,0.1403,0.053700000000000005,0,8,0
XdqEQLk53,2019,8,Stores,AXX,21.363,7,4,3,0.021,0.004,0,4,0
zp0C-8o70,2019,8,E-commerce,AXX,16.232,7,4,3,0.0869,0.067,0,3,0
mGOdPGw17,2019,8,Stores,AXX,14.532,7,0,7,0.067,0.009,0,0,0
D_jD1ac10,2019,8,Stores,AXX,15.892,7,3,4,0.073,0.069,0,3,0
vfMuXu855,2019,8,Stores,AXX,20.023,6,3,3,0.062,0.016,0,3,0
htWS-NY27,2019,8,Stores,YXX,14.358,9,7,2,0.1986,0.0818,0,9,0
HQj3Vyg67,2019,8,Stores,AXX,18.033,16,11,5,0.9901,0.1307,0,11,0
HQj3Vyg67,2019,8,Stores,YXX,18.158,6,3,3,0.035,0.0759,0,2,0
KmDY-V888,2019,8,Stores,AXX,18.583,37,32,5,1.0084,0.1734,0,24,0
KmDY-V888,2019,8,Stores,YXX,19.483,8,4,4,0.127,0.0518,0,3,0
KmDY-V888,2019,8,E-commerce,AXX,16.583,7,4,3,0.0279,0.0499,0,8,0
olaQimY99,2019,8,Stores,AXX,23.173,10,5,5,0.2744,0.10250000000000001,0,25,0
olaQimY99,2019,8,Stores,YXX,23.173,4,2,2,0.002,0.0359,0,5,0
htWS-NY27,2019,8,Stores,AXX,19.683,162,40,122,0.9207500000000001,0.7236,0,154,34
M4syghI34,2019,8,E-commerce,AXX,11.882,5,0,5,0.0499,0.0479,0,2,0
A23_ycU58,2019,8,Stores,AXX,19.101999999999997,7,1,6,0.14279999999999998,0.0199,0,3,0
j7pEj5Q10,2019,8,Stores,AXX,25.227999999999998,13,7,6,0.5618,0.1837,0,42,0
j7pEj5Q10,2019,8,Stores,YXX,25.227999999999998,5,3,2,0.1196,0.0877,0,6,0
yYAY5pI85,2019,8,Stores,AXX,21.084,78,24,54,0.9804,0.609,0,19,0
yYAY5pI85,2019,8,Stores,YXX,23.334,8,8,0,0.3156,0.1284,0,4,0
yYAY5pI85,2019,8,E-commerce,AXX,21.084,3,2,1,0.0259,0.0369,0,6,0
QD7VMO857,2019,8,Stores,AXX,16.212999999999997,5,2,3,0.026,0.081,0,4,0
TxZBlb049,2019,8,Stores,AXX,16.332,3,1,2,0.058,0.041,0,4,0
UVHzi7g60,2019,8,Stores,AXX,18.703000000000003,6,1,5,0.079,0.04,0,2,0
D20w3AI97,2019,8,E-commerce,AXX,16.583,8,0,8,0.0109,0.0409,0,10,0
cGgkpMQ18,2019,8,Stores,AXX,19.163,7,1,6,0.01,0.0419,0,2,0
XH8zvtQ30,2019,8,Stores,AXX,21.383,38,34,4,0.9031,0.1681,0,29,0
I3rBHOE23,2019,8,Stores,YXX,14.67,12,9,3,0.35309999999999997,0.223,0,20,0
5vfJO0g25,2019,8,Stores,YXX,21.552,6,0,6,0.005,0.047,0,1,0
jSRsndg33,2019,8,Stores,AXX,15.912999999999998,17,13,4,0.4723,0.1492,0,31,0
jSRsndg33,2019,8,Stores,YXX,15.912999999999998,7,1,6,0.0245,0.0399,0,3,0
jSRsndg33,2019,8,E-commerce,AXX,15.912999999999998,3,3,0,0.0949,0.0799,0,7,0
4pI2GV416,2019,8,Stores,AXX,16.257,28,24,4,0.7048,0.2922,0,57,0
4pI2GV416,2019,8,Stores,YXX,16.257,5,1,4,0.0503,0.013,0,5,0
4pI2GV416,2019,8,E-commerce,AXX,16.257,4,2,2,0.0919,0.0889,0,10,0
XH8zvtQ30,2019,8,Stores,YXX,23.958,4,3,1,0.085,0.0159,0,5,0
8brOx9Q68,2019,8,Stores,AXX,20.383,76,27,49,1.01915,0.9236000000000001,0,32,37
nxtCP6w38,2019,8,Stores,AXX,22.984,4,2,2,0.025,0.0108,0,5,0
u1CMg_g29,2019,8,Stores,AXX,21.872999999999998,5,1,4,0.037,0.047,0,0,0
pek01UY60,2019,8,Stores,AXX,14.302,7,5,2,0.2198,0.0329,0,3,0
Z2lA-ws97,2019,8,E-commerce,AXX,26.434,4,4,0,0.0869,0.0419,0,3,0
3ISiz2Q52,2019,8,Stores,AXX,24.283,4,4,0,0.031,0.075,0,3,0
MnZd75s34,2019,8,Stores,AXX,13.751999999999999,3,2,1,0.067,0.01,0,1,0
MnZd75s34,2019,8,Stores,YXX,13.751999999999999,5,4,1,0.057,0.084,0,5,0
cSu2fCQ38,2019,8,E-commerce,AXX,28.234,9,1,8,0.0179,0.0669,0,8,0
8brOx9Q68,2019,8,Stores,YXX,17.958,9,5,4,0.3265,0.1424,0,8,0
abSQc1A93,2019,8,Stores,AXX,14.052,3,0,3,0.07,0.019799999999999998,0,6,0
yWRD1_w75,2019,8,Stores,AXX,20.973,6,0,6,0.011,0.023,0,5,0
yWRD1_w75,2019,8,Stores,YXX,20.973,5,0,5,0.091,0.08,0,5,0
s0Ft2uI96,2019,8,Stores,YXX,25.013999999999996,4,0,4,0.035,0.096,0,0,0
bIvlIYc39,2019,8,E-commerce,AXX,20.133,3,1,2,0.0799,0.073,0,5,0
qz73vLM20,2019,8,Stores,AXX,16.732,7,0,7,0.067,0.099,0,1,0
qz73vLM20,2019,8,Stores,YXX,16.732,4,0,4,0.075,0.037,0,4,0
qq1eGVI12,2019,8,Stores,AXX,17.583,35,34,1,0.8465,0.2067,0,46,0
qq1eGVI12,2019,8,Stores,YXX,14.483,5,4,1,0.11679999999999999,0.026799999999999997,0,7,0
qq1eGVI12,2019,8,E-commerce,AXX,19.583,8,3,5,0.0849,0.0559,0,5,0
eKO4W0Q68,2019,8,Stores,AXX,24.084,35,16,19,0.47809999999999997,0.1678,0,17,0
bNN1rsc26,2019,8,E-commerce,AXX,20.984,5,1,4,0.0399,0.04,0,5,0
eKO4W0Q68,2019,8,Stores,YXX,25.334,4,2,2,0.037,0.038900000000000004,0,5,0
kNkxatw37,2019,8,Stores,YXX,17.833,7,3,4,0.30210000000000004,0.0777,0,4,0
8olM5wI58,2019,8,Stores,AXX,20.483,42,20,22,0.39430000000000004,0.05689999999999999,0,11,0
8olM5wI58,2019,8,Stores,YXX,21.833,8,3,5,0.0717,0.052,0,3,0
-vYLKY038,2019,8,Stores,AXX,17.683,48,18,30,0.6668000000000001,0.20129999999999998,0,14,0
-vYLKY038,2019,8,Stores,YXX,15.358,8,4,4,0.0692,0.0998,0,4,0
JoQ7vPE66,2019,8,Stores,AXX,19.714999999999996,5,2,3,0.059,0.074,0,5,0
JoQ7vPE66,2019,8,Stores,YXX,19.714999999999996,4,4,0,0.082,0.098,0,5,0
rBFx0FQ93,2019,8,E-commerce,AXX,23.233,3,2,1,0.073,0.013,0,6,0
kNkxatw37,2019,8,Stores,AXX,17.483,29,25,4,0.70185,0.08560000000000001,0,25,0
6dwxCuM13,2019,8,Stores,AXX,26.12,3,0,3,0.054,0.044,0,3,0
QMWsjXE66,2019,8,Stores,AXX,25.643,6,2,4,0.001,0.04,0,3,0
-qnpdKU51,2019,8,Stores,YXX,26.209,7,3,4,0.045000000000000005,0.0338,0,4,0
HmJW6SM45,2019,8,Stores,AXX,18.729,6,2,4,0.027,0.0639,0,6,0
HmJW6SM45,2019,8,Stores,YXX,18.729,7,0,7,0.054,0.012,0,0,0
3jHlU6w33,2019,8,E-commerce,AXX,25.613,4,4,0,0.0819,0.086,0,1,0
g7aJMn895,2019,8,E-commerce,AXX,15.204999999999998,5,4,1,0.0349,0.043,0,4,0
qTUdhLE40,2019,8,Stores,AXX,17.541999999999998,5,1,4,0.016,0.082,0,2,0
l22Ls0Q17,2019,8,Stores,AXX,27.144000000000002,7,5,2,0.1005,0.0749,0,6,0
l22Ls0Q17,2019,8,E-commerce,AXX,27.144000000000002,4,4,0,0.057,0.07390000000000001,0,6,0
UJs-V7s84,2019,8,E-commerce,AXX,19.683,9,3,6,0.0049,0.0179,0,11,0
Omiysc072,2019,8,Stores,AXX,21.383,23,18,5,0.6021,0.0853,0,20,0
eGSlRhI37,2019,8,Stores,AXX,18.884999999999998,3,0,3,0.099,0.062,0,4,0
G18Zp-467,2019,8,E-commerce,AXX,19.683,5,1,4,0.0589,0.0809,0,6,0
oRAankI44,2019,8,Stores,AXX,19.442,4,4,0,0.08,0.075,0,2,0
MP945WI93,2019,8,E-commerce,AXX,22.084,10,1,9,0.0829,0.0939,0,7,0
3ekzj4017,2019,8,Stores,AXX,23.183,219,42,177,0.8225,0.34299999999999997,36,85,28
3ekzj4017,2019,8,Stores,YXX,19.209,9,7,2,0.2718,0.1086,0,10,0
3ekzj4017,2019,8,E-commerce,AXX,18.183,5,4,1,0.0149,0.0579,0,4,0
1dvqiuk69,2019,8,Stores,AXX,24.233999999999998,7,5,2,0.1854,0.0229,0,2,0
1dvqiuk69,2019,8,Stores,YXX,24.233999999999998,4,4,0,0.096,0.039,0,2,0
-qnpdKU51,2019,8,Stores,AXX,17.183,211,45,166,0.8968999999999999,0.3245,0,72,134
vfMuXu855,2019,8,Stores,YXX,20.023,4,4,0,0.069,0.009,0,1,0
5vfJO0g25,2019,8,E-commerce,AXX,21.552,6,3,3,0.089,0.028900000000000002,0,4,0
aDUQ3Mw67,2019,8,E-commerce,AXX,12.882,4,4,0,0.0979,0.024900000000000002,0,6,0
WdlkURc56,2019,8,Stores,YXX,22.032999999999998,4,4,0,0.069,0.053,0,2,0
MDdw28I62,2019,8,E-commerce,AXX,22.133,3,2,1,0.0359,0.0519,0,1,0
r7BXsHg52,2019,8,Stores,AXX,22.622,5,3,2,0.05,0.028,0,2,0
kfFAc3I61,2019,8,Stores,AXX,13.782,15,9,6,0.23360000000000003,0.0946,6,16,0
0buNITk59,2019,8,Stores,AXX,25.163,13,6,7,0.8026,0.1356,0,15,0
0buNITk59,2019,8,Stores,YXX,25.163,5,3,2,0.2525,0.0534,0,4,0
0buNITk59,2019,8,E-commerce,AXX,25.163,3,2,1,0.0329,0.0569,0,3,0
9n_f9g417,2019,8,Stores,AXX,24.563,8,3,5,0.2842,0.0275,0,6,0
9n_f9g417,2019,8,Stores,YXX,24.563,6,0,6,0.0,0.084,0,0,0
MDdw28I62,2019,8,Stores,YXX,22.133,7,3,4,0.066,0.0367,0,5,0
9n_f9g417,2019,8,E-commerce,AXX,24.563,7,3,4,0.0899,0.059,0,3,0
sLEBMk483,2019,8,E-commerce,AXX,20.383,6,2,4,0.0329,0.0279,0,8,0
8m0kWFU52,2019,8,Stores,AXX,16.383,55,42,13,0.8719,0.1918,6,27,0
8m0kWFU52,2019,8,Stores,YXX,20.958,9,2,7,0.10089999999999999,0.0669,0,3,0
xqr3JdA17,2019,8,Stores,AXX,15.861999999999998,4,2,2,0.083,0.019,0,1,0
xqr3JdA17,2019,8,Stores,YXX,15.861999999999998,5,4,1,0.023,0.063,0,3,0
g8_qmSM87,2019,8,Stores,YXX,21.593000000000004,4,2,2,0.031,0.074,0,1,0
ovwdXoU49,2019,8,E-commerce,AXX,14.483,6,4,2,0.0509,0.0519,0,6,0
cWaS69427,2019,8,Stores,AXX,19.383,136,41,95,1.0216,0.1961,-1,30,0
U8aZiCo48,2019,8,Stores,AXX,17.421999999999997,6,3,3,0.031,0.035,0,1,0
cWaS69427,2019,8,Stores,YXX,23.958,9,3,6,0.0663,0.0608,0,4,0
MDdw28I62,2019,8,Stores,AXX,22.133,8,4,4,0.3273,0.194,0,26,0
E-x_2EA52,2019,8,E-commerce,AXX,19.232,6,0,6,0.0359,0.0689,0,7,0
JWqn5Cc42,2019,8,E-commerce,AXX,15.232,8,4,4,0.0469,0.0709,0,6,0
He0fYYc63,2019,8,Stores,AXX,23.283,23,8,15,0.7792000000000001,0.34040000000000004,0,18,0
He0fYYc63,2019,8,Stores,YXX,23.084,6,4,2,0.061,0.0818,0,3,0
D_OAocw99,2019,8,Stores,AXX,17.383,88,19,69,0.6297,0.0873,0,16,0
D_OAocw99,2019,8,Stores,YXX,20.958,6,4,2,0.0411,0.024900000000000002,0,2,0
5da_txw49,2019,8,Stores,YXX,15.619000000000002,4,3,1,0.055,0.02,0,5,0
AW5BWIw83,2019,8,Stores,AXX,12.232,71,39,32,0.6874,0.5085999999999999,0,76,0
AW5BWIw83,2019,8,Stores,YXX,12.908,4,2,2,0.1124,0.1055,0,3,0
M_aLOns54,2019,8,Stores,AXX,22.762999999999998,3,3,0,0.039,0.041,0,4,0
0xsTgc810,2019,8,Stores,AXX,22.694000000000003,7,3,4,0.21180000000000002,0.0311,11,17,0
TW5J0aI49,2019,8,E-commerce,AXX,21.383,6,2,4,0.0789,0.0349,0,8,0
kSO6d8I88,2019,8,E-commerce,AXX,24.585,4,0,4,0.0699,0.0519,0,8,0
9teu7Hk44,2019,8,Stores,AXX,18.093,4,3,1,0.046,0.086,0,4,0
J5ptjO810,2019,8,Stores,AXX,22.733,22,9,13,0.3699,0.07700000000000001,0,8,0
gSemd9A32,2019,8,E-commerce,AXX,17.283,6,4,2,0.0759,0.0039,0,4,0
bOpuBes14,2019,8,E-commerce,AXX,20.057000000000002,7,2,5,0.0449,0.0409,0,3,0
E-x_2EA52,2019,8,Stores,AXX,18.232,101,75,26,0.6322,0.6041,5,97,0
E-x_2EA52,2019,8,Stores,YXX,12.908,17,14,3,0.3906,0.16210000000000002,0,15,0
0xsTgc810,2019,8,E-commerce,AXX,22.694000000000003,7,4,3,0.0419,0.0529,0,7,0
JWqn5Cc42,2019,8,Stores,YXX,12.908,7,4,3,0.0942,0.1115,0,7,0
7Ib3wGE93,2019,8,Stores,AXX,12.572,9,4,5,0.6729999999999999,0.0769,0,17,0
2Wza-PU13,2019,8,Stores,AXX,19.583,32,26,6,0.3088,0.1883,0,46,0
vERRctU72,2019,8,Stores,AXX,19.583,34,14,20,0.35609999999999997,0.0559,3,13,0
vERRctU72,2019,8,Stores,YXX,19.483,4,4,0,0.023,0.03,0,0,0
ergEp3079,2019,8,E-commerce,AXX,18.363,5,0,5,0.0939,0.052,0,6,0
emGnUXc99,2019,8,Stores,AXX,12.782,91,48,43,0.6467499999999999,0.43639999999999995,0,124,46
XwYQyOo94,2019,8,E-commerce,AXX,16.782,4,1,3,0.07390000000000001,0.0919,0,10,0
2IGzYlE75,2019,8,Stores,AXX,16.723,13,10,3,0.39890000000000003,0.1076,0,20,0
2IGzYlE75,2019,8,E-commerce,AXX,16.723,6,1,5,0.0959,0.0749,0,4,0
14X5b_464,2019,8,Stores,AXX,15.783,5,1,4,0.034,0.076,0,1,0
ERehXjw31,2019,8,Stores,YXX,21.958,5,5,0,0.0354,0.049,0,4,0
HBVoDaU47,2019,8,Stores,AXX,18.061999999999998,6,1,5,0.066,0.0439,0,6,0
aDUQ3Mw67,2019,8,Stores,AXX,11.882,12,11,1,0.57765,0.32930000000000004,0,15,0
aDUQ3Mw67,2019,8,Stores,YXX,17.107,5,5,0,0.1507,0.0189,0,6,0
O4Iu-sI69,2019,8,Stores,AXX,18.503,5,3,2,0.009,0.027,0,1,0
O4Iu-sI69,2019,8,Stores,YXX,18.503,7,0,7,0.042,0.069,0,3,0
KUEImIQ21,2019,8,Stores,AXX,20.361999999999995,14,11,3,0.3844,0.08460000000000001,0,21,0
Uv4I4aE47,2019,8,E-commerce,AXX,19.183,7,1,6,0.0679,0.0069,0,7,0
3cY-mdw94,2019,8,Stores,AXX,14.232,22,9,13,0.4763,0.17500000000000002,0,9,0
I3rBHOE23,2019,8,Stores,AXX,13.332,485,47,438,0.9658,0.6057,229,187,0
HBVoDaU47,2019,8,Stores,YXX,18.061999999999998,4,1,3,0.023,0.087,0,4,0
7Ib3wGE93,2019,8,Stores,YXX,12.572,4,4,0,0.097,0.0,0,4,0
ERehXjw31,2019,8,Stores,AXX,19.383,60,23,37,0.6675,0.08370000000000001,0,18,0
gDJ1vtI40,2019,8,Stores,AXX,19.863,6,2,4,0.068,0.063,0,4,0
2Wza-PU13,2019,8,Stores,YXX,14.483,5,5,0,0.0738,0.0179,0,2,0
2Wza-PU13,2019,8,E-commerce,AXX,20.583,10,4,6,0.0869,0.07390000000000001,0,7,0
YPPhPIg40,2019,8,E-commerce,AXX,24.183,6,0,6,0.0309,0.0519,0,5,0
hBQJB-056,2019,8,Stores,AXX,20.283,397,103,294,1.0541500000000001,0.7646000000000001,117,203,0
hBQJB-056,2019,8,Stores,YXX,21.084,19,12,7,0.31160000000000004,0.1187,0,22,0
6v3twaE39,2019,8,Stores,AXX,17.073,4,4,0,0.001,0.076,0,4,0
pl048Vk47,2019,8,Stores,AXX,18.852999999999998,7,1,6,0.048,0.036,0,0,0
pl048Vk47,2019,8,Stores,YXX,18.852999999999998,4,2,2,0.013,0.086,0,0,0
H1yxpCc85,2019,8,E-commerce,AXX,25.084,12,3,9,0.0339,0.024900000000000002,0,4,0
wzJzyU874,2019,8,Stores,AXX,24.523000000000003,6,4,2,0.02,0.005,0,0,0
i8t860M43,2019,8,Stores,YXX,16.171999999999997,7,3,4,0.015,0.0849,0,1,0
N36Uec837,2019,8,Stores,AXX,21.353,6,1,5,0.1285,0.0938,0,2,0
N36Uec837,2019,8,Stores,YXX,21.353,6,1,5,0.052,0.024,0,1,0
N36Uec837,2019,8,E-commerce,AXX,21.353,6,1,5,0.0469,0.0499,0,6,0
R1lZ3Mw17,2019,8,Stores,AXX,16.956999999999997,21,16,5,0.56865,0.45940000000000003,0,95,0
R1lZ3Mw17,2019,8,Stores,YXX,16.956999999999997,8,8,0,0.2354,0.0833,0,19,0
7xWv4n463,2019,8,E-commerce,AXX,17.483,6,1,5,0.0929,0.024900000000000002,0,13,0
OvUk_jE22,2019,8,Stores,AXX,20.032,4,3,1,0.046,0.088,0,1,0
i8t860M43,2019,8,Stores,AXX,16.171999999999997,7,2,5,0.047,0.0299,0,1,0
JWqn5Cc42,2019,8,Stores,AXX,18.232,37,13,24,0.6838000000000001,0.3729,0,19,0
K-ZKVCc94,2019,8,Stores,AXX,21.162,4,4,0,0.031,0.058,0,0,0
iSYSVeg53,2019,8,E-commerce,AXX,17.843000000000004,7,1,6,0.0349,0.0059,0,7,0
-llsbwE15,2019,8,E-commerce,AXX,14.793000000000001,6,4,2,0.0659,0.0159,0,3,0
ZYjRHes44,2019,8,Stores,AXX,17.232,214,61,153,0.7369,0.4259,0,62,0
ZYjRHes44,2019,8,Stores,YXX,12.908,5,4,1,0.087,0.1107,0,8,0
VFOPWys100,2019,8,Stores,AXX,21.383,27,14,13,0.3759,0.1321,0,15,0
VFOPWys100,2019,8,Stores,YXX,18.958,5,1,4,0.03,0.059,0,2,0
WxKwsJU11,2019,8,Stores,AXX,17.637999999999998,7,4,3,0.022,0.041,0,4,0
b1gjvDw99,2019,8,Stores,AXX,15.372,8,5,3,0.4828,0.1324,0,11,0
b1gjvDw99,2019,8,Stores,YXX,15.372,4,3,1,0.075,0.054,0,2,0
-llsbwE15,2019,8,Stores,YXX,14.793000000000001,7,4,3,0.063,0.041,0,3,0
rlMdf3s17,2019,8,Stores,AXX,20.085,7,2,5,0.01,0.003,0,0,0
_EDOutE100,2019,8,Stores,AXX,20.165,6,5,1,0.33899999999999997,0.0299,0,2,0
_EDOutE100,2019,8,Stores,YXX,20.165,3,3,0,0.052,0.085,0,2,0
DLq38H829,2019,8,Stores,AXX,24.984,68,55,13,0.63505,0.1309,0,46,2
DLq38H829,2019,8,Stores,YXX,22.684,8,4,4,0.07310000000000001,0.0549,0,7,0
gzLOBgg40,2019,8,Stores,YXX,13.927,3,1,2,0.027,0.038,0,5,0
GPtl_ho70,2019,8,Stores,AXX,17.683,49,26,23,0.6463,0.2064,0,40,0
GPtl_ho70,2019,8,Stores,YXX,15.358,6,5,1,0.0543,0.0958,0,4,0
xZKHD9U27,2019,8,Stores,AXX,30.735,15,5,10,0.136,0.0438,0,5,0
rlMdf3s17,2019,8,Stores,YXX,20.085,3,1,2,0.087,0.066,0,1,0
_uYEalk57,2019,8,Stores,AXX,18.332,13,9,4,0.4214,0.0965,0,9,0
-llsbwE15,2019,8,Stores,AXX,14.793000000000001,5,1,4,0.032,0.0639,0,2,0
mo0xcIg42,2019,8,Stores,YXX,18.084,8,4,4,0.0872,0.07970000000000001,0,5,0
darpUQg59,2019,8,Stores,AXX,14.683,23,21,2,1.02175,0.6118,7,19,0
C1bjv-g73,2019,8,Stores,AXX,20.283,67,31,36,0.5027,0.1427,3,21,0
